"locus","anchor_hog","direction","n_main_pathways","n_deployment_rankings","best_pathway_fdr","max_deployment_pair_agreement","pathway_terms","topology_metric","topology_group_separation","topology_exact_p","topology_feature","topology_median","topology_pair_agreement","topology_direction","topology_supported","BDIS","BSYL","HVUL","HJUB","BMAX","BMED","VBRO","FPRA","mean_effect_size","max_q","n_multicopy_species","best_arabi_gene","best_arabi_defline","best_rice_gene","best_rice_defline","hotspot_rank_within_direction"
"Bradi2g36890","HOG:0000322","annual",1,1,0.00487950523414907,2,"oxidoreductase activity","matched_edge_mean_abs_log_threshold_distance",0.000123768057099861,0.4,"internal_edge_density",0.0602739324918806,3,"annual",FALSE,"Bradi2g36890.v3.2","Brasyl.8G221800.v2.1","HORVU.MOREX.r3.1HG0018130.V3","HJUBATUM.BCC2055.r1.1H_1G00019480","gene-Bmax_egapxtmp_015741","BMED2_gene-Bmax_egapxtmp_015741","VULPIA.BROMOIDES.r1.ctg318G00411920","gene-Fpra_egapxtmp_047680",6.10070328910405,0.000317600955339798,0,"","","LOC_Os05g04620","expressed protein",39
"Bradi3g33544","HOG:0031530","annual",1,1,0.00487950523414907,3,"oxidoreductase activity","neighborhood_jaccard",0.0116896030407271,0.2,"internal_edge_density",-0.0586234357633146,4,"perennial",FALSE,"Bradi3g33544.v3.2","Brasyl.3G197500.v2.1","HORVU.MOREX.r3.1HG0057610.V3","HJUBATUM.BCC2055.r1.1H_1G00052490","gene-Bmax_egapxtmp_014535","BMED2_gene-Bmax_egapxtmp_014535","VULPIA.BROMOIDES.r1.ctg22G00238180","gene-Fpra_egapxtmp_039620",6.46010011447512,6.34045863717715e-06,7,"AT4G25130","peptide met sulfoxide reductase 4","LOC_Os10g41400","peptide methionine sulfoxide reductase, putative, expressed",40
"Bradi3g36930","HOG:0011023","annual",1,1,0.00487950523414907,3,"oxidoreductase activity","module_edge_jaccard",0.0134957888456336,0.0285714285714286,"internal_edge_density",-0.0213393626013835,3,"perennial",FALSE,"Bradi3g36930.v3.2","Brasyl.3G236800.v2.1","HORVU.MOREX.r3.2HG0130620.V3","HJUBATUM.BCC2055.r1.2H_1G00140690","gene-Bmax_egapxtmp_002024","BMED2_gene-Bmax_egapxtmp_002024","VULPIA.BROMOIDES.r1.ctg29G00365450","gene-Fpra_egapxtmp_024636",7.44154318920485,5.24415680824031e-44,0,"AT2G24270","aldehyde dehydrogenase 11A3","LOC_Os08g34210","aldehyde dehydrogenase, putative, expressed",41
"Bradi1g68460","HOG:0026637","annual",1,1,0.00816281669128308,2,"RNA biosynthetic process","matched_edge_mean_abs_log_threshold_distance",0.000514673437873838,0.228571428571429,"internal_edge_density",-0.125798191129999,4,"perennial",FALSE,"Bradi1g68460.v3.2","Brasyl.2G123100.v2.1","HORVU.MOREX.r3.4HG0392120.V3","HJUBATUM.BCC2055.r1.4H_1G00424970","gene-Bmax_egapxtmp_034091","BMED2_gene-Bmax_egapxtmp_034091","VULPIA.BROMOIDES.r1.ctg16G00142900","gene-Fpra_egapxtmp_040737",8.6890236381234,0.00961383200738335,0,"AT1G47900","Plant protein of unknown function (DUF869)","LOC_Os03g14250","plant protein of unknown function DUF869 domain containing protein, expressed",42
"Bradi2g28680","HOG:0024562","annual",1,1,0.00816281669128308,3,"RNA biosynthetic process","neighborhood_jaccard",0.0051613007939017,0.285714285714286,"internal_edge_density",-0.059969839266969,4,"perennial",FALSE,"Bradi2g28680.v3.2","Brasyl.8G158800.v2.1","HORVU.MOREX.r3.1HG0061850.V3","HJUBATUM.BCC2055.r1.1H_1G00054060","gene-Bmax_egapxtmp_017295","BMED2_gene-Bmax_egapxtmp_017295","VULPIA.BROMOIDES.r1.ctg22G00240440","gene-Fpra_egapxtmp_002698",5.47151357584968,1.03929256871316e-09,0,"AT3G51800","metallopeptidase M24 family protein","LOC_Os05g28280","peptidase, M24 family protein, putative, expressed",43
"Bradi5g22290","HOG:0017319","annual",1,1,0.024162186288861,3,"small molecule metabolic process","neighborhood_jaccard",0.0058390004093482,0.342857142857143,"internal_edge_density",-0.0989813899196303,3,"perennial",FALSE,"Bradi5g22290.v3.2","Brasyl.9G237600.v2.1","HORVU.MOREX.r3.2HG0194700.V3","HJUBATUM.BCC2055.r1.2H_1G00205030","gene-Bmax_egapxtmp_007996","BMED2_gene-Bmax_egapxtmp_007996","VULPIA.BROMOIDES.r1.ctg94G00570200","gene-Fpra_egapxtmp_017249",5.77352513558319,8.93415867540237e-05,0,"AT1G11860","Glycine cleavage T-protein family","LOC_Os04g53230","aminomethyltransferase, putative, expressed",44
"Bradi4g25680","HOG:0011497","annual",1,1,0.024162186288861,3,"small molecule metabolic process","neighborhood_jaccard",0.00531299783625344,0.285714285714286,"internal_edge_density",-0.0834278495463053,4,"perennial",FALSE,"Bradi4g25680.v3.2","Brasyl.5G284900.v2.1","HORVU.MOREX.r3.4HG0352920.V3","HJUBATUM.BCC2055.r1.4H_1G00376040","gene-Bmax_egapxtmp_052726","BMED2_gene-Bmax_egapxtmp_052726","VULPIA.BROMOIDES.r1.ctg14G00077210","gene-Fpra_egapxtmp_024014",6.39170536961375,0.00135416187552182,0,"AT1G08490","chloroplastic NIFS-like cysteine desulfurase","LOC_Os12g18900","aminotransferase, putative, expressed",45
"Bradi1g26350","HOG:0028766","annual",1,1,0.024162186288861,3,"small molecule metabolic process","neighborhood_jaccard",0.00724340896817921,0.285714285714286,"anchor_module_mean_strength_ratio",-0.0690532803405745,3,"perennial",FALSE,"Bradi1g26350.v3.2","Brasyl.6G113200.v2.1","HORVU.MOREX.r3.2HG0141490.V3","HJUBATUM.BCC2055.r1.2H_1G00148400","gene-Bmax_egapxtmp_004152","BMED2_gene-Bmax_egapxtmp_004152","VULPIA.BROMOIDES.r1.ctg105G00019210","gene-Fpra_egapxtmp_018100",6.97905465024423,1.62936540611907e-62,0,"AT4G04640","ATPase, F1 complex, gamma subunit protein","LOC_Os07g32880","ATP synthase gamma chain, putative, expressed",46
"Bradi2g34580","HOG:0004085","annual",1,1,0.024162186288861,3,"small molecule metabolic process","neighborhood_jaccard",0.0164491885500115,0.0285714285714286,"anchor_module_mean_strength_ratio",-0.068463141547895,3,"perennial",FALSE,"Bradi2g34580.v3.2","Brasyl.8G194800.v2.1","HORVU.MOREX.r3.1HG0025720.V3","HJUBATUM.BCC2055.r1.1H_1G00025240","gene-Bmax_egapxtmp_016170","BMED2_gene-Bmax_egapxtmp_016170","VULPIA.BROMOIDES.r1.ctg50G00462740","gene-Fpra_egapxtmp_028779",6.68415115893755,3.56162074191064e-34,0,"AT1G07110","fructose-2,6-bisphosphatase","LOC_Os05g07130","6PF-2-K/Fru-2,6-P2ASE liver isozyme, putative, expressed",47
"Bradi1g50530","HOG:0008733","annual",1,1,0.0297222724099314,3,"phosphorus metabolic process","neighborhood_jaccard",0.0192389871835242,0.228571428571429,"anchor_module_mean_strength_ratio",0.345333667019547,3,"annual",FALSE,"Bradi1g50530.v3.2","Brasyl.7G027100.v2.1","HORVU.MOREX.r3.7HG0640580.V3","HJUBATUM.BCC2055.r1.7H_1G00713180","gene-Bmax_egapxtmp_000630","BMED2_gene-Bmax_egapxtmp_000630","VULPIA.BROMOIDES.r1.ctg29G00348470","gene-Fpra_egapxtmp_017636",6.56791826009724,0.0259434225810427,1,"AT5G26570","catalytics;carbohydrate kinases;phosphoglucan, water dikinases","LOC_Os12g20150","phosphoglucan, water dikinase, chloroplast precursor, putative, expressed",48
"Bradi3g57820","HOG:0018459","annual",1,1,0.0297222724099314,4,"phosphorus metabolic process","neighborhood_jaccard",-0.00411783135926394,0.6,"anchor_module_mean_strength_ratio",0.168583848836352,3,"annual",FALSE,"Bradi3g57820.v3.2","Brasyl.4G037800.v2.1","HORVU.MOREX.r3.6HG0619150.V3","HJUBATUM.BCC2055.r1.6H_2G00734500","gene-Bmax_egapxtmp_026966","BMED2_gene-Bmax_egapxtmp_026966","VULPIA.BROMOIDES.r1.ctg30G00387010","gene-Fpra_egapxtmp_036207",10.0535533683633,0.0151798077463925,3,"AT5G09650","pyrophosphorylase 6","LOC_Os02g52940","soluble inorganic pyrophosphatase, putative, expressed",49
"Bradi3g10350","HOG:0027147","annual",1,1,0.0297222724099314,3,"phosphorus metabolic process","matched_edge_mean_abs_log_threshold_distance",0.000424720283824041,0.171428571428571,"anchor_module_mean_strength_ratio",-0.101268255233629,3,"perennial",FALSE,"Bradi3g10350.v3.2","Brasyl.4G230400.v2.1","HORVU.MOREX.r3.6HG0580660.V3","HJUBATUM.BCC2055.r1.6H_1G00647130","gene-Bmax_egapxtmp_026010","BMED2_gene-Bmax_egapxtmp_026010","VULPIA.BROMOIDES.r1.ctg102G00010050","gene-Fpra_egapxtmp_038494",6.25130697299752,5.97035123207247e-05,1,"AT2G20050","protein serine/threonine phosphatases;protein kinases;catalytics;cAMP-dependent protein kinase regulators;ATP binding;protein serine/threonine phosphatases","LOC_Os02g17970","AGC_PKA/PKG_like.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed",50
"Bradi3g46590","HOG:0006008","annual",1,1,0.0336085263847882,3,"nucleic acid metabolic process","module_edge_jaccard",0.0414805508558523,0.0857142857142857,"anchor_module_mean_strength_ratio",-0.271520709660419,3,"perennial",FALSE,"Bradi3g46590.v3.2","Brasyl.4G174000.v2.1","HORVU.MOREX.r3.6HG0587680.V3","HJUBATUM.BCC2055.r1.6H_1G00651050","gene-Bmax_egapxtmp_029914","BMED2_gene-Bmax_egapxtmp_029914","VULPIA.BROMOIDES.r1.ctg30G00395420","gene-Fpra_egapxtmp_018438",6.69407074080298,0.0171848620597861,0,"AT4G08920","cryptochrome 1","LOC_Os02g36380","FAD binding domain of DNA photolyase domain containing protein, expressed",51
"Bradi1g00580","HOG:0011775","annual",1,1,0.0336085263847882,3,"protein binding","neighborhood_jaccard",0.0054744673193562,0.371428571428571,"anchor_module_mean_strength_ratio",0.257014028259799,3,"annual",FALSE,"Bradi1g00580.v3.2","Brasyl.2G420800.v2.1","HORVU.MOREX.r3.5HG0537810.V3","HJUBATUM.BCC2055.r1.5H_1G00599080","gene-Bmax_egapxtmp_041433","BMED2_gene-Bmax_egapxtmp_041433","VULPIA.BROMOIDES.r1.ctg96G00571160","gene-Fpra_egapxtmp_015832",6.85773034376142,0.0396280854807411,0,"AT1G16270","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain","","",52
"Bradi2g00660","HOG:0026902","annual",1,1,0.0336085263847882,3,"protein binding","module_edge_jaccard",-0.00191318966504472,0.628571428571429,"anchor_module_mean_strength_ratio",-0.232514336356236,3,"perennial",FALSE,"Bradi2g00660.v3.2","Brasyl.1G439100.v2.1","HORVU.MOREX.r3.3HG0224130.V3","HJUBATUM.BCC2055.r1.3H_1G00242070","gene-Bmax_egapxtmp_052393","BMED2_gene-Bmax_egapxtmp_052393","VULPIA.BROMOIDES.r1.ctg17G00178510","gene-Fpra_egapxtmp_030986",6.61730146028189,3.12041968691026e-15,0,"AT5G62810","peroxin 14","LOC_Os01g01720","pex14, putative, expressed",53
"Bradi1g43097","HOG:0027351","annual",1,1,0.0336085263847882,2,"protein binding","module_edge_jaccard",0.01842048044941,0.228571428571429,"anchor_module_mean_strength_ratio",0.223230214727976,3,"annual",FALSE,"Bradi1g43097.v3.2","Brasyl.4G052800.v2.1","HORVU.MOREX.r3.6HG0610930.V3","HJUBATUM.BCC2055.r1.6H_1G00672680","gene-Bmax_egapxtmp_028597","BMED2_gene-Bmax_egapxtmp_028597","VULPIA.BROMOIDES.r1.ctg266G00337550","gene-Fpra_egapxtmp_027328",5.36674875819543,0.00119491037462052,1,"AT3G13290","varicose-related","LOC_Os06g19660","WD domain, G-beta repeat domain containing protein, expressed",54
"Bradi1g19650","HOG:0026019","annual",1,1,0.0336085263847882,2,"protein binding","matched_edge_correlation",0.0070662379082222,0.4,"anchor_module_mean_strength_ratio",0.20328948065338,3,"annual",FALSE,"Bradi1g19650.v3.2","Brasyl.6G034500.v2.1","HORVU.MOREX.r3.2HG0119100.V3","HJUBATUM.BCC2055.r1.2H_1G00129660","gene-Bmax_egapxtmp_012253","BMED2_gene-Bmax_egapxtmp_012253","VULPIA.BROMOIDES.r1.ctg9G00554440","gene-Fpra_egapxtmp_015078",10.095827409239,6.35682885375178e-06,0,"AT4G36080","phosphotransferases, alcohol group as acceptor;binding;inositol or phosphatidylinositol kinases","","",55
"Bradi3g04840","HOG:0003621","annual",1,1,0.0336085263847882,2,"protein binding","neighborhood_jaccard",0.00559730363443653,0.4,"anchor_module_mean_strength_ratio",0.198564984573606,4,"annual",FALSE,"Bradi3g04840.v3.2","Brasyl.4G296100.v2.1","HORVU.MOREX.r3.6HG0566040.V3","HJUBATUM.BCC2055.r1.6H_1G00632510","gene-Bmax_egapxtmp_025400","BMED2_gene-Bmax_egapxtmp_025400","VULPIA.BROMOIDES.r1.ctg67G00475820","gene-Fpra_egapxtmp_026587",7.04496218837785,0.0344255785462079,0,"AT1G58230","binding","","",56
"Bradi4g02725","HOG:0010549","annual",1,1,0.0336085263847882,3,"protein binding","neighborhood_jaccard",0.00678714037047509,0.371428571428571,"anchor_module_mean_strength_ratio",0.165411192294364,3,"annual",FALSE,"Bradi4g02725.v3.2","Brasyl.5G031700.v2.1","HORVU.MOREX.r3.5HG0436490.V3","HJUBATUM.BCC2055.r1.5H_1G00485500","gene-Bmax_egapxtmp_033363","BMED2_gene-Bmax_egapxtmp_033363","VULPIA.BROMOIDES.r1.ctg107G00027440","gene-Fpra_egapxtmp_015486",5.75445495909107,0.0172385348617473,0,"AT1G04300","TRAF-like superfamily protein","LOC_Os12g40520","MATH domain containing protein, expressed",57
"Bradi4g08870","HOG:0003561","annual",1,1,0.0336085263847882,3,"nucleic acid metabolic process","neighborhood_jaccard",0.0117270458138944,0.171428571428571,"anchor_module_mean_strength_ratio",0.129724573927106,3,"annual",FALSE,"Bradi4g08870.v3.2","Brasyl.5G109300.v2.1","HORVU.MOREX.r3.5HG0469860.V3","HJUBATUM.BCC2055.r1.5H_1G00515600","gene-Bmax_egapxtmp_034797","BMED2_gene-Bmax_egapxtmp_034797","VULPIA.BROMOIDES.r1.ctg22G00238560","gene-Fpra_egapxtmp_017247",6.97318595844151,0.00231197857248895,2,"AT5G04560","HhH-GPD base excision DNA repair family protein","LOC_Os01g11900","hhH-GPD superfamily base excision DNA repair protein, expressed",58
"Bradi2g28007","HOG:0023138","annual",1,1,0.0336085263847882,3,"protein binding","module_edge_jaccard",-0.00176394928024504,0.371428571428571,"anchor_module_mean_strength_ratio",0.119731337343463,3,"annual",FALSE,"Bradi2g28007.v3.2","Brasyl.8G155700.v2.1","HORVU.MOREX.r3.1HG0061230.V3","HJUBATUM.BCC2055.r1.1H_1G00054760","gene-Bmax_egapxtmp_017834","BMED2_gene-Bmax_egapxtmp_017834","VULPIA.BROMOIDES.r1.ctg22G00250240","gene-Fpra_egapxtmp_016660",8.45002917375595,0.000357571708065444,1,"AT1G50030","target of rapamycin","","",59
"Bradi2g14340","HOG:0023048","annual",1,1,0.0336085263847882,2,"protein binding","neighborhood_jaccard",0.0246878014641424,0.171428571428571,"recurrent_coverage",0.1,3,"annual",FALSE,"Bradi2g14340.v3.2","Brasyl.8G005100.v2.1","HORVU.MOREX.r3.1HG0094930.V3","HJUBATUM.BCC2055.r1.1H_1G00098600","gene-Bmax_egapxtmp_016806","BMED2_gene-Bmax_egapxtmp_016806","VULPIA.BROMOIDES.r1.ctg256G00320380","gene-Fpra_egapxtmp_013973",8.5892188274115,0.0482127234880515,2,"AT3G54280","DNA binding;ATP binding;nucleic acid binding;binding;helicases;ATP binding;DNA binding;helicases","","",60
"Bradi2g15260","HOG:0005877","annual",1,1,0.0336085263847882,3,"protein binding","matched_edge_correlation",0.0396682611369358,0.257142857142857,"internal_edge_density",-0.027715189730036,3,"perennial",FALSE,"Bradi2g15260.v3.2","Brasyl.8G027400.v2.1","HORVU.MOREX.r3.1HG0089390.V3","HJUBATUM.BCC2055.r1.1H_1G00091200","gene-Bmax_egapxtmp_015360","BMED2_gene-Bmax_egapxtmp_015360","VULPIA.BROMOIDES.r1.ctg18G00206420","gene-Fpra_egapxtmp_007060",6.08468612280018,2.14670962572707e-05,4,"","","LOC_Os05g50480","protein of unknown function DUF1296 domain containing protein, expressed",61
"Bradi4g08567","HOG:0021825","annual",1,1,0.034370137541847,3,"zinc ion binding","neighborhood_jaccard",0.0133452195115508,0.171428571428571,"anchor_module_mean_strength_ratio",0.158254777217327,4,"annual",FALSE,"Bradi4g08567.v3.2","Brasyl.5G105100.v2.1","HORVU.MOREX.r3.5HG0469420.V3","HJUBATUM.BCC2055.r1.5H_1G00515330","gene-Bmax_egapxtmp_036191","BMED2_gene-Bmax_egapxtmp_036191","VULPIA.BROMOIDES.r1.ctg15G00098980","gene-Fpra_egapxtmp_040234",9.95907707089028,1.40541961755022e-11,0,"AT3G02260","auxin transport protein (BIG)","LOC_Os09g07300","BIG, putative, expressed",62
"Bradi1g02510","HOG:0024976","annual",1,1,0.0425092103461544,2,"zinc ion binding","module_edge_jaccard",0.0190780122689775,0.0857142857142857,"internal_edge_density",-0.0711987185091604,4,"perennial",FALSE,"Bradi1g02510.v3.2","Brasyl.2G392800.v2.1","HORVU.MOREX.r3.1HG0027850.V3","HJUBATUM.BCC2055.r1.1H_1G00026400","gene-Bmax_egapxtmp_002174","BMED2_gene-Bmax_egapxtmp_000992","VULPIA.BROMOIDES.r1.ctg12G00044300","gene-Fpra_egapxtmp_003686",4.74655717681019,8.50152422074764e-09,8,"AT2G21770","cellulose synthase A9","LOC_Os07g24190","CESA3 - cellulose synthase, expressed",63
"Bradi1g76520","HOG:0008697","perennial",2,2,0.00051222683354019,3,"cytoplasm;endomembrane system","module_edge_jaccard",0.0169627700216737,0.0571428571428571,"internal_edge_density",-0.0534291899807642,3,"perennial",TRUE,"Bradi1g76520.v3.2","Brasyl.2G029300.v2.1","HORVU.MOREX.r3.4HG0410640.V3","HJUBATUM.BCC2055.r1.4H_1G00449230","gene-Bmax_egapxtmp_052042","BMED2_gene-Bmax_egapxtmp_052042","VULPIA.BROMOIDES.r1.ctg16G00160190","gene-Fpra_egapxtmp_026717",4.49270721325784,6.2631552378552e-09,0,"AT1G76400","Ribophorin I","LOC_Os05g23600","dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDasubunit precursor, putative, expressed",1
"Bradi1g54510","HOG:0012511","perennial",2,1,0.00051222683354019,3,"cytoplasm;transport","matched_edge_correlation",0.0155596334305228,0.0857142857142857,"internal_edge_density",-0.0487338712370405,4,"perennial",TRUE,"Bradi1g54510.v3.2","Brasyl.2G115100.v2.1","HORVU.MOREX.r3.1HG0044090.V3","HJUBATUM.BCC2055.r1.1H_1G00040990","gene-Bmax_egapxtmp_008469","BMED2_gene-Bmax_egapxtmp_008469","VULPIA.BROMOIDES.r1.ctg123G00049410","gene-Fpra_egapxtmp_010091",4.84667752829399,3.22636371506308e-11,0,"AT4G34450","coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative","LOC_Os07g10150","coatomer subunit gamma-2, putative, expressed",2
"Bradi2g08960","HOG:0006523","perennial",2,1,0.00051222683354019,3,"cytoplasm;transport","neighborhood_jaccard",0.0407826937201134,0.0285714285714286,"internal_edge_density",-0.0114684578326059,3,"perennial",TRUE,"Bradi2g08960.v3.2","Brasyl.1G331900.v2.1","HORVU.MOREX.r3.1HG0023990.V3","HJUBATUM.BCC2055.r1.1H_1G00023620","gene-Bmax_egapxtmp_017045","BMED2_gene-Bmax_egapxtmp_017045","VULPIA.BROMOIDES.r1.ctg17G00197180","gene-Fpra_egapxtmp_020734",4.12107750730212,2.03927425819045e-05,0,"","","LOC_Os01g14950","importin subunit alpha, putative, expressed",3
"Bradi2g57350","HOG:0028661","perennial",1,1,0.00051222683354019,3,"cytoplasm","module_edge_jaccard",0.0190661510634015,0.0285714285714286,"internal_edge_density",-0.0214423634766116,4,"perennial",TRUE,"Bradi2g57350.v3.2","Brasyl.1G073200.v2.1","HORVU.MOREX.r3.3HG0306610.V3","HJUBATUM.BCC2055.r1.3H_1G00322910","gene-Bmax_egapxtmp_058465","BMED2_gene-Bmax_egapxtmp_058465","VULPIA.BROMOIDES.r1.ctg102G00010570","gene-Fpra_egapxtmp_039599",4.40566928310289,2.02998589798405e-09,1,"AT1G67650","SRP72 RNA-binding domain","LOC_Os01g66560","signal recognition particle 72 kDa protein, putative, expressed",4
"Bradi2g45380","HOG:0028440","perennial",1,1,0.00504547220261103,4,"protein binding","neighborhood_jaccard",0.0290710066745275,0.0571428571428571,"anchor_module_mean_strength_ratio",-0.139921090936183,3,"perennial",TRUE,"Bradi2g45380.v3.2","Brasyl.1G211200.v2.1","HORVU.MOREX.r3.3HG0276480.V3","HJUBATUM.BCC2055.r1.3H_1G00292540","gene-Bmax_egapxtmp_053385","BMED2_gene-Bmax_egapxtmp_053385","VULPIA.BROMOIDES.r1.ctg8G00534570","gene-Fpra_egapxtmp_044851",5.40583235423889,0.00233807089405514,0,"AT5G24710","Transducin/WD40 repeat-like superfamily protein","LOC_Os01g46510","peptidase S8 and S53, subtilisin, kexin, sedolisin, putative, expressed",5
"Bradi1g02510","HOG:0024976","perennial",1,1,0.00504547220261103,3,"protein binding","module_edge_jaccard",0.0190780122689775,0.0857142857142857,"internal_edge_density",-0.0711987185091604,4,"perennial",TRUE,"Bradi1g02510.v3.2","Brasyl.2G392800.v2.1","HORVU.MOREX.r3.1HG0027850.V3","HJUBATUM.BCC2055.r1.1H_1G00026400","gene-Bmax_egapxtmp_002174","BMED2_gene-Bmax_egapxtmp_000992","VULPIA.BROMOIDES.r1.ctg12G00044300","gene-Fpra_egapxtmp_003686",4.74655717681019,8.50152422074764e-09,8,"AT2G21770","cellulose synthase A9","LOC_Os07g24190","CESA3 - cellulose synthase, expressed",6
"Bradi1g65490","HOG:0023564","perennial",1,1,0.0261726176354022,3,"transport","module_edge_jaccard",0.0237910564310951,0.0857142857142857,"internal_edge_density",-0.0936578530252987,4,"perennial",TRUE,"Bradi1g65490.v3.2","Brasyl.2G154700.v2.1","HORVU.MOREX.r3.1HG0061880.V3","HJUBATUM.BCC2055.r1.1H_1G00054030","gene-Bmax_egapxtmp_014616","BMED2_gene-Bmax_egapxtmp_014616","VULPIA.BROMOIDES.r1.ctg16G00136760","gene-Fpra_egapxtmp_002695",4.28549268440617,1.6084386607472e-09,1,"AT5G58590","RAN binding protein 1","LOC_Os03g18180","ranBP1 domain containing protein, expressed",7
"Bradi5g27500","HOG:0008637","perennial",1,1,0.0261726176354022,3,"transport","module_edge_jaccard",0.0317020842271649,0.114285714285714,"anchor_module_mean_strength_ratio",-0.0717085311068522,3,"perennial",TRUE,"Bradi5g27500.v3.2","Brasyl.9G301600.v2.1","HORVU.MOREX.r3.2HG0216940.V3","HJUBATUM.BCC2055.r1.2H_1G00231660","gene-Bmax_egapxtmp_006456","BMED2_gene-Bmax_egapxtmp_006456","VULPIA.BROMOIDES.r1.ctg4G00420770","gene-Fpra_egapxtmp_031020",4.63728228945011,2.40397720940467e-07,1,"AT2G16950","transportin 1","LOC_Os04g59494","transportin-2, putative, expressed",8
"Bradi1g48257","HOG:0012011","perennial",3,2,0.00051222683354019,3,"cytoplasm;endomembrane system;transport","matched_edge_mean_abs_log_threshold_distance",0.00171769217894088,0.0571428571428571,"anchor_module_mean_strength_ratio",0.151209928477134,3,"annual",FALSE,"Bradi1g48257.v3.2","Brasyl.7G055500.v2.1","HORVU.MOREX.r3.7HG0656090.V3","HJUBATUM.BCC2055.r1.7H_1G00729090","gene-Bmax_egapxtmp_056702","BMED2_gene-Bmax_egapxtmp_056702","VULPIA.BROMOIDES.r1.ctg24G00306000","gene-Fpra_egapxtmp_045683",5.73878301222153,0.00203135565205948,0,"AT1G60070","Adaptor protein complex AP-1, gamma subunit","LOC_Os06g07090","AP-1 complex subunit gamma-1, putative, expressed",9
"Bradi2g10910","HOG:0027704","perennial",3,2,0.00051222683354019,4,"cytoplasm;endomembrane system;transport","neighborhood_jaccard",0.0112249534208827,0.2,"recurrent_coverage",0.0673076923076925,3,"annual",FALSE,"Bradi2g10910.v3.2","Brasyl.1G306400.v2.1","HORVU.MOREX.r3.3HG0258150.V3","HJUBATUM.BCC2055.r1.3H_1G00280550","gene-Bmax_egapxtmp_035412","BMED2_gene-Bmax_egapxtmp_035412","VULPIA.BROMOIDES.r1.ctg17G00185190","gene-Fpra_egapxtmp_025506",4.8866147126308,3.22620805778391e-11,2,"AT4G31490","Coatomer, beta subunit","LOC_Os01g17430","coatomer subunit beta-1, putative, expressed",10
"Bradi3g54597","HOG:0012012","perennial",3,2,0.00051222683354019,3,"cytoplasm;endomembrane system;transport","matched_edge_mean_abs_log_threshold_distance",0.000275813732046163,0.171428571428571,"internal_edge_density",-0.0135264206230468,3,"perennial",FALSE,"Bradi3g54597.v3.2","Brasyl.4G076700.v2.1","HORVU.MOREX.r3.6HG0626940.V3","HJUBATUM.BCC2055.r1.6H_1G00693870","gene-Bmax_egapxtmp_026994","BMED2_gene-Bmax_egapxtmp_026994","VULPIA.BROMOIDES.r1.ctg90G00569160","gene-Fpra_egapxtmp_005579",4.72020417776319,6.85031184997109e-13,0,"AT1G60070","Adaptor protein complex AP-1, gamma subunit","LOC_Os02g56110","AP-1 complex subunit gamma-1, putative, expressed",11
"Bradi5g00510","HOG:0008696","perennial",2,2,0.00051222683354019,3,"cytoplasm;endomembrane system","matched_edge_mean_abs_log_threshold_distance",0.000111814442800343,0.342857142857143,"internal_edge_density",-0.0723300718888952,4,"perennial",FALSE,"Bradi5g00510.v3.2","Brasyl.9G009400.v2.1","HORVU.MOREX.r3.2HG0218010.V3","HJUBATUM.BCC2055.r1.2H_1G00233300","gene-Bmax_egapxtmp_052620","BMED2_gene-Bmax_egapxtmp_052620","VULPIA.BROMOIDES.r1.ctg17G00200950","gene-Fpra_egapxtmp_004396",5.34574249591524,0.0474529666141853,1,"AT2G01720","Ribophorin I","","",12
"Bradi2g31830","HOG:0026073","perennial",2,2,0.00051222683354019,4,"cytoplasm;endomembrane system","module_edge_jaccard",-0.00557826024280023,0.685714285714286,"recurrent_coverage",0.0274725274725276,2,"annual",FALSE,"Bradi2g31830.v3.2","Brasyl.8G170400.v2.1","HORVU.MOREX.r3.1HG0035230.V3","HJUBATUM.BCC2055.r1.1H_1G00032970","gene-Bmax_egapxtmp_014500","BMED2_gene-Bmax_egapxtmp_014500","VULPIA.BROMOIDES.r1.ctg50G00466740","gene-Fpra_egapxtmp_021594",4.7306257958596,8.0109519964592e-05,0,"AT5G11560","catalytics","LOC_Os05g14170","expressed protein",13
"Bradi2g58370","HOG:0032629","perennial",2,2,0.00051222683354019,3,"cytoplasm;endomembrane system","module_edge_jaccard",0.00545054770275522,0.4,"internal_edge_density",-0.0137475737697902,3,"perennial",FALSE,"Bradi2g58370.v3.2","Brasyl.1G060300.v2.1","HORVU.MOREX.r3.3HG0308820.V3","HJUBATUM.BCC2055.r1.3H_1G00325810","gene-Bmax_egapxtmp_053534","BMED2_gene-Bmax_egapxtmp_053534","VULPIA.BROMOIDES.r1.ctg8G00503440","gene-Fpra_egapxtmp_010643",4.91006165466215,1.04230178271668e-07,1,"AT4G21150","ribophorin II (RPN2) family protein","LOC_Os01g68324","dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDasubunit precursor, putative, expressed",14
